offset,vram,.text
0,800116E0,z_en_a_keep
AA0,80012180,z_en_item00
2E90,80014570,z_eff_blure
6310,800179F0,z_eff_shield_particle
7980,80019060,z_eff_spark
9040,8001A720,z_eff_ss_dead
97E0,8001AEC0,z_effect
9F60,8001B640,z_effect_soft_sprite
AA00,8001C0E0,z_effect_soft_sprite_old_init
D520,8001EC00,flg_set
D930,8001F010,z_DLF
DB80,8001F260,z_actor&z_cheap_proc
1A0A0,8002B780,z_actor_dlftbls
1A2A0,8002B980,z_bgcheck.c
23E80,80035560,code_800430A0.c
241A0,80035880,code_80043480.c
24530,80035C10,z_camera.c
38D50,8004A430,z_collision_btltbls.c
38DB0,8004A490,z_collision_check.c
40A30,80052110,z_common_data.c
40AB0,80052190,z_debug.c
40DC0,800524A0,z_debug_display.c
41270,80052950,z_demo.c
45F90,80057670,code_80069420.c
46020,80057700,z_draw.c
47E80,80059560,code_8006BA00.c
48040,80059720,z_elf_message.c
48720,80059E00,z_face_reaction.c
48770,80059E50,code_8006C3A0.c
488F0,80059FD0,z_fcurve_data
48B30,8005A210,z_fcurve_data_skelanime.c
49320,8005AA00,z_game_dlftbls.c
49320,8005AA00,z_horse.c
4A000,8005B6E0,z_jpeg.c
4A7C0,8005BEA0,z_kaleido_setup.c
4ABF0,8005C2D0,z_kanfont.c
4ADC0,8005C4A0,z_kankyo.c
52580,80063C60,z_lib.c
53720,80064E00,z_lifemeter.c
54AC0,800661A0,z_lights.c
55B60,80067240,z_malloc
55D40,80067420,z_map_mark.c
56390,80067A70,z_prenmi_buff.c
56450,80067B30,z_nulltask
564D0,80067BB0,z_olib.c
56BC0,800682A0,z_onepointdemo.c
5AB60,8006C240,z_map_exp.c
5C7D0,8006DEB0,z_parameter.c
67EB0,80079590,z_path.c
68080,80079760,z_frame_advance
68130,80079810,z_player_lib.c
6BB60,8007D240,z_prenmi.c
6BD00,8007D3E0,z_quake.c
6CB70,8007E250,z_rcp.c
6E470,8007FB50,z_room.c
6FC00,800812E0,z_sample.c
70000,800816E0,code_80097A00.c
701C0,800818A0,z_scene.c
71670,80082D50,z_scene_table.c
77CE0,800893C0,z_skelanime.c
7C660,8008DD40,z_skin
7D200,8008E8E0,z_skin_awb
7DB10,8008F1F0,z_skin_matrix
7EEB0,80090590,z_sram.c
802D0,800919B0,z_ss_sram
804A0,80091B80,z_rumble
80740,80091E20,z_view.c
81E70,80093550,z_vimode.c
829E0,800940C0,code_800ACE70.c
82B80,80094260,z_vismono.c
833E0,80094AC0,code_800AD920.c
836D0,80094DB0,z_vr_box.c
85FC0,800976A0,z_vr_box_draw.c
866C0,80097DA0,z_player_call.c
86830,80097F10,z_fbdemo.c
87250,80098930,z_fbdemo_triforce.c
87800,80098EE0,z_fbdemo_wipe1.c
87C70,80099350,z_fbdemo_circle.c
88330,80099A10,z_fbdemo_fade.c
88690,80099D70,shrink_window.c
88800,80099EE0,code_800BB0A0.c
88CD0,8009A3B0,z_kaleido_manager.c
88F00,8009A5E0,z_kaleido_scope_call.c
891E0,8009A8C0,z_play.c
8CD50,8009E430,PreRender.c
